ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL
T00044114,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaabaaaac,Grado,Grado
T00044120,ECONOMIA,6,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaac,Grado,Grado
T00044182,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final
T00044211,INGENIERIA CIVIL,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaakaaaaaaac,Grado,Grado
T00044222,INGENIERIA CIVIL,3,Primera vez en una carrera → Primera vez en una carrera → PAP,kbc,Grado,Grado
T00044245,INGENIERIA MECANICA,12,Primera vez en una carrera → Continuo regular → PAP → PAT → Continuo regular → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera → Continuo regular,kbbkbbeeekac,Grado,Grado
T00044268,COMUNICACION SOCIAL,15,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular,akakbakaaabbkac,Grado,Grado
T00044274,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00044301,INGENIERIA CIVIL,15,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabbabaaaaaac,Grado,Grado
T00044314,INGENIERIA INDUSTRIAL,5,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → PAT,akbbc,Grado,Grado
T00044372,INGENIERIA CIVIL,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,aaaaaaaaabac,Grado,Grado
T00044508,INGENIERIA AMBIENTAL,1,Primera vez en una carrera,k,Final,Final
T00044848,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final
T00044849,INGENIERIA DE SISTEMAS,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044850,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044852,INGENIERIA INDUSTRIAL,1,Primera vez en una carrera,k,Final,Final
T00044854,INGENIERIA CIVIL,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,akkc,Grado,Grado
T00044856,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044857,INGENIERIA MECATRONICA,7,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaac,Grado,Grado
T00044858,INGENIERIA AMBIENTAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044859,INGENIERIA MECANICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaakc,Grado,Grado
T00044860,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044861,INGENIERIA CIVIL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044862,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaabaaaabc,Grado,Grado
T00044863,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044864,INGENIERIA MECANICA,4,Primera vez en una carrera → Continuo regular → Continuo regular → PAP,aabc,Grado,Grado
T00044867,INGENIERIA AMBIENTAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaabaaaakac,Grado,Grado
T00044868,INGENIERIA AMBIENTAL,14,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abaabbakaaaaac,Grado,Grado
T00044869,INGENIERIA AMBIENTAL,10,Primera vez en una carrera → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,baaaaaaaac,Grado,Grado
T00044870,ADMINISTRACION DE EMPRESAS,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044873,INGENIERIA CIVIL,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Recuperación académica,aaabbeec,Grado,Grado
T00044874,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aabaaaaac,Grado,Grado
T00044875,INGENIERIA AMBIENTAL,1,Primera vez en una carrera,c,Grado,Grado
T00044876,CONTADURIA PUBLICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044877,INGENIERIA CIVIL,1,Primera vez en una carrera,c,Grado,Grado
T00044878,FINANZAS Y NEGOCIOS INTERNACIO,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Primera vez en una carrera → Continuo regular → Continuo regular,aaaaaaaakaac,Grado,Grado
T00044879,FINANZAS Y NEGOCIOS INTERNACIO,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,kaac,Grado,Grado
T00044880,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044881,CONTADURIA PUBLICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044883,INGENIERIA AMBIENTAL,7,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Primera vez en una carrera → PAP,bbeeebc,Grado,Grado
T00044884,INGENIERIA CIVIL,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaakabc,Grado,Grado
T00044886,DERECHO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044887,INGENIERIA MECANICA,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaaac,Grado,Grado
T00044888,INGENIERIA DE SISTEMAS,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaaac,Grado,Grado
T00044890,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044894,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabaaaaac,Grado,Grado
T00044895,INGENIERIA MECANICA,6,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → PAT,aaabbc,Grado,Grado
T00044896,INGENIERIA CIVIL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaaaabaac,Grado,Grado
T00044899,DERECHO,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00044900,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044901,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044902,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044903,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044905,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044906,INGENIERIA QUIMICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044907,INGENIERIA MECATRONICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabaaaaac,Grado,Grado
T00044909,INGENIERIA ELECTRICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044910,INGENIERIA CIVIL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044911,INGENIERIA INDUSTRIAL,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaaac,Grado,Grado
T00044912,INGENIERIA INDUSTRIAL,16,Primera vez en una carrera → Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,bbbeeeebaaaaaaac,Grado,Grado
T00044915,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044916,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00044917,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044918,INGENIERIA MECANICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044919,INGENIERIA CIVIL,1,Primera vez en una carrera,c,Grado,Grado
T00044920,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044921,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044923,INGENIERIA MECANICA,3,Primera vez en una carrera → Continuo regular → PAP,abc,Grado,Grado
T00044924,INGENIERIA MECANICA,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00044925,INGENIERIA MECANICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaakaaaaaac,Grado,Grado
T00044926,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044927,FINANZAS Y NEGOCIOS INTERNACIO,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaabbaakac,Grado,Grado
T00044929,INGENIERIA ELECTRICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044930,INGENIERIA MECATRONICA,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaaabc,Grado,Grado
T00044931,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044932,PSICOLOGIA,8,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera → Continuo regular,bbeeekac,Grado,Grado
T00044933,DERECHO,10,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → PAP → PAT → Continuo regular → Continuo regular,abababbkac,Grado,Grado
T00044934,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,bbeeeekaakc,Grado,Grado
T00044936,CONTADURIA PUBLICA,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00044937,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044939,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00044940,FINANZAS Y NEGOCIOS INTERNACIO,6,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaabc,Grado,Grado
T00044941,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044944,FINANZAS Y NEGOCIOS INTERNACIO,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaaaaaabaac,Grado,Grado
T00044945,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaaabc,Grado,Grado
T00044946,INGENIERIA MECATRONICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044948,INGENIERIA MECANICA,11,Primera vez en una carrera → PAP → PAT → Primera vez en una carrera → PAP → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular,bbebabaaaac,Grado,Grado
T00044949,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044951,INGENIERIA AMBIENTAL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaabc,Grado,Grado
T00044953,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044955,INGENIERIA DE SISTEMAS,20,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,bbeeeeeaaakabbaaaabc,Grado,Grado
T00044956,INGENIERIA MECANICA,15,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaababaaaaaabc,Grado,Grado
T00044957,DERECHO,14,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaabbeaakaac,Grado,Grado
T00044959,INGENIERIA AMBIENTAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044960,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → PAP,aaabbaabc,Grado,Grado
T00044961,INGENIERIA CIVIL,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaabbekaaac,Grado,Grado
T00044962,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044963,INGENIERIA AMBIENTAL,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaaakc,Grado,Grado
T00044964,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044965,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044966,FINANZAS Y NEGOCIOS INTERNACIO,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaaaaaabaac,Grado,Grado
T00044967,INGENIERIA AMBIENTAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044968,INGENIERIA MECATRONICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaakc,Grado,Grado
T00044969,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044970,INGENIERIA CIVIL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044971,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaabc,Grado,Grado
T00044972,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044975,FINANZAS Y NEGOCIOS INTERNACIO,7,Primera vez en una carrera → Continuo regular → PAP → PAT → Continuo regular → PAP → PAT,abbabbc,Grado,Grado
T00044977,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044978,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aaaaaabaaac,Grado,Grado
T00044979,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044980,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado
T00044981,INGENIERIA AMBIENTAL,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,aaaaaaaaabac,Grado,Grado
T00044983,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00044984,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaaaabaac,Grado,Grado
T00044985,INGENIERIA DE SISTEMAS,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044987,DERECHO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044990,DERECHO,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaac,Grado,Grado
T00044991,FINANZAS Y NEGOCIOS INTERNACIO,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaaaac,Grado,Grado
T00044993,INGENIERIA CIVIL,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular → PAP,aaaabbekbc,Grado,Grado
T00044995,INGENIERIA AMBIENTAL,10,Primera vez en una carrera → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,baaaaaaaac,Grado,Grado
T00044996,INGENIERIA MECANICA,10,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabaaaac,Grado,Grado
T00044997,CONTADURIA PUBLICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00044998,DERECHO,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00044999,INGENIERIA ELECTRONICA,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaaaaabc,Grado,Grado
T00045000,INGENIERIA DE SISTEMAS,5,Primera vez en una carrera → PAP → PAT → Recuperación académica → Primera vez en una carrera,bbekc,Grado,Grado
T00045002,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular,aaababbaaac,Grado,Grado
T00045003,INGENIERIA AMBIENTAL,7,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica,bbeeeek,Final,Final
T00045004,INGENIERIA CIVIL,12,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aaaaaaabaaac,Grado,Grado
T00045005,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaaaac,Grado,Grado
T00045006,INGENIERIA CIVIL,13,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaabaaaaaaac,Grado,Grado
